"electrical_capacity","energy_source_level_1","energy_source_level_2","energy_source_level_3","technology","data_source","nuts_1_region","nuts_2_region","nuts_3_region","lon","lat","municipality","municipality_code","postcode","address","federal_state","commissioning_date","decommissioning_date","voltage_level","eeg_id","dso","dso_id","tso"
0.0035,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21F",11.94323725,47.74296137,"",9182114,83730,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0145,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.39316406,49.49684765,"",9376171,92552,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.016,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",13.00110629,49.25563504,"",9372144,93453,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE234",11.82439971,49.30878862,"",9371129,92277,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.68029684,48.57989069,"",9275153,94107,NA,"Brandenburg","1960-01-01",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.227,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.80691996,49.01197365,"Sankt Englmar",9278184,94379,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.053,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.03963854,49.10292578,"Drachselsried",9276120,94256,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.49,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE13","DE135",8.612577801,48.36431634,"Sulz",8325057,72172,NA,"Baden-Württemberg","1960-01-01",NA,"medium voltage",NA,"Stromversorgung Sulz GmbH",10000497,"TransnetBW"
0.008,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.58344833,49.36214538,"",9373140,92283,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21E",11.05716114,47.95300822,"Diessen",9181114,86911,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Elektrizitätswerk Diessen Stadler GmbH",10000221,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21E",11.05716114,47.95300822,"",9181114,86911,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Elektrizitätswerk Diessen Stadler GmbH",10000221,"TenneT"
0.06,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.30577522,48.89391409,"Eppenschlag",9272116,94536,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.66993395,49.28776026,"Waffenbrunn",9372168,93494,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.13,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21E",11.05716114,47.95300822,"Diessen",9181114,86911,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Elektrizitätswerk Diessen Stadler GmbH",10000221,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.76802277,48.62233302,"",9275156,94110,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0185,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.66892096,48.96935637,"",9278151,94360,NA,"Brandenburg","1960-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.028,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.42126332,49.64957166,"",9374147,92714,NA,"Brandenburg","1960-01-02",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",11.89439468,49.78598074,"",9374148,92724,NA,"Brandenburg","1960-01-15",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE24","DE248",11.06433166,49.72250583,"Forchheim",9474126,91301,NA,"Brandenburg","1960-01-27",NA,"low voltage",NA,"Stadtwerke Forchheim GmbH",10000591,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.2686068,49.52509353,"",9376173,92555,NA,"Brandenburg","1960-02-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0097,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21N",11.02983039,47.86328359,"",9190158,82405,NA,"Brandenburg","1960-02-17",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.1105,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.98060799,49.14648001,"Kallmünz",9375156,93183,NA,"Brandenburg","1960-02-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0128,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE226",12.05847005,48.84568033,"",9273141,84085,NA,"Brandenburg","1960-03-14",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.072,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.32376794,48.98402983,"Frauenau",9276121,94258,NA,"Brandenburg","1960-03-18",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.019,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.21160085,48.95015757,"",9276139,94269,NA,"Brandenburg","1960-04-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.028,"Renewable energy","Hydro","","Run-of-river","Amprion","DE7","DE72","DE723",8.057805486,50.46058031,"Hadamar",6533007,65589,NA,"Hessen","1960-05-12",NA,"low voltage",NA,"Syna GmbH",10001495,"Amprion"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE72","DE725",9.001624861,50.72799462,"Homberg/Ohm",6535009,35315,NA,"Hamburg","1960-05-25",NA,"low voltage",NA,"ovag Netz GmbH",10001836,"TenneT"
0.039,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.93502317,49.20115597,"Hohenwarth",9372135,93480,NA,"Brandenburg","1960-06-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0178,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.76075087,48.75583417,"",9272136,94089,NA,"Brandenburg","1960-06-21",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.66452996,49.25790589,"",9373167,92355,NA,"Brandenburg","1960-06-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE72","DE724",8.692898786,50.74691924,"",6534020,35096,NA,"Hamburg","1960-07-01",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.0075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE24","DE24A",11.34119181,50.18777712,"",9476185,96369,NA,"Brandenburg","1960-07-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.006,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE73","DE734",9.291943606,51.48743265,"",6633016,34396,NA,"Hamburg","1960-07-01",NA,"low voltage",NA,"EAM Netz GmbH",10003990,"TenneT"
0.005,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.70143986,48.46722595,"",9277119,84326,NA,"Brandenburg","1960-07-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0455,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.92202468,48.58108143,"Roßbach",9277142,94439,NA,"Brandenburg","1960-07-19",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.032,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.07978674,48.90984332,"Bischofsmais",9276116,94253,NA,"Brandenburg","1960-07-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0205,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.31062397,48.68000287,"",9275111,94529,NA,"Brandenburg","1960-08-13",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.04,"Renewable energy","Hydro","","Run-of-river","Amprion","DEB","DEB1","DEB1B",7.912243662,50.55249147,"Willmenrod",7143312,56459,NA,"Rheinland-Pfalz","1960-09-02",NA,"low voltage",NA,"Energienetze Mittelrhein GmbH & Co. KG",10001102,"Amprion"
0.017,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.73491752,49.16453468,"",9373151,92331,NA,"Brandenburg","1960-09-16",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.2,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",13.0730923,48.45053798,"Bad Birnbach",9277113,84364,NA,"Brandenburg","1960-09-19",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.005,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE239",12.55634979,49.51985496,"",9376160,92539,NA,"Brandenburg","1960-09-22",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.015,"Renewable energy","Hydro","","Run-of-river","Amprion","DE7","DE72","DE723",8.060851204,50.50416782,"Elbtal",6533005,65627,NA,"Hessen","1960-09-23",NA,"low voltage",NA,"Syna GmbH",10001495,"Amprion"
0.057,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.52810902,48.52547852,"Frontenhausen",9279115,84160,NA,"Brandenburg","1960-09-29",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0175,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.91673503,49.09257952,"",9276144,94234,NA,"Brandenburg","1960-10-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.018,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.68866614,49.38087061,"",9372171,93449,NA,"Brandenburg","1960-10-06",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.018,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.97582776,49.00368278,"",9276134,94265,NA,"Brandenburg","1960-10-10",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.014,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE214",12.83673307,48.18376108,"",9171112,84489,NA,"Brandenburg","1960-10-12",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.52608093,49.57475804,"",9374118,92693,NA,"Brandenburg","1960-10-27",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.025,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.81861264,48.42544041,"",9277124,84332,NA,"Brandenburg","1960-11-06",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE236",11.41926719,49.17678002,"",9373146,92360,NA,"Brandenburg","1960-11-09",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.031,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.07978674,48.90984332,"Bischofsmais",9276116,94253,NA,"Brandenburg","1960-11-14",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0275,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",13.09568484,48.80922239,"",9271113,94530,NA,"Brandenburg","1960-11-29",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.075,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.14920885,49.02780084,"Langdorf",9276129,94264,NA,"Brandenburg","1960-12-02",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.059,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.68029684,48.57989069,"Untergriesbach",9275153,94107,NA,"Brandenburg","1960-12-05",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.76075087,48.75583417,"",9272136,94089,NA,"Brandenburg","1960-12-08",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.01,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.00482306,48.97524354,"",9276146,94239,NA,"Brandenburg","1960-12-14",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.058,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE23A",12.00684839,49.91906995,"Pullenreuth",9377148,95704,NA,"Brandenburg","1960-12-16",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.044,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.976526,49.04415099,"Geiersthal",9276122,94244,NA,"Brandenburg","1960-12-28",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.006,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.62723824,48.6498233,"",9275126,94051,NA,"Brandenburg","1961-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.028,"Renewable energy","Hydro","","Run-of-river","TenneT","DE7","DE73","DE737",9.979838342,51.1436622,"",6636014,37287,NA,"Hamburg","1961-01-01",NA,"low voltage",NA,"Stadtwerke Eschwege GmbH",10000668,"TenneT"
0.05,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.00482306,48.97524354,"Ruhmannsfelden",9276142,94239,NA,"Brandenburg","1961-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.063,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.5985742,48.73273755,"Waldkirchen",9272151,94065,NA,"Brandenburg","1961-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.011,"Renewable energy","Hydro","","Run-of-river","TransnetBW","DE1","DE12","DE12C",8.42533968,48.46750463,"",8237028,72250,NA,"Baden-Württemberg","1961-01-01",NA,"low voltage",NA,"Stadtwerke Freudenstadt GmbH & Co. KG",10000555,"TransnetBW"
0.015,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.23620671,48.76279434,"",9278148,84066,NA,"Brandenburg","1961-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
1.3,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.38891499,49.07195498,"Brennberg",9375120,93179,NA,"Brandenburg","1961-01-01",NA,"medium voltage",NA,"Elektrizitätswerk Wörth a.d. Donau Rupert Heider & Co. KG",10003233,"TenneT"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",11.82127607,49.11753158,"Beratzhausen",9375118,93176,NA,"Brandenburg","1961-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.08,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE25","DE259",11.2531598,49.34524063,"Schwarzenbruck",9574157,90592,NA,"Brandenburg","1961-01-01",NA,"medium voltage",NA,"Gemeindewerke Schwarzenbruck GmbH",10001853,"TenneT"
0.065,"Renewable energy","Hydro","","Run-of-river","TenneT","DE9","DE91","DE91C",10.19601188,51.78343874,"Bad Grund - Eisdorf",3159002,37539,NA,"Niedersachsen","1961-01-01",NA,"low voltage",NA,"Harz Energie Netz GmbH",10002813,"TenneT"
0.08,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.06051229,48.58778602,"Aldersbach",9275114,94501,NA,"Brandenburg","1961-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.038,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.30577522,48.89391409,"Eppenschlag",9272116,94536,NA,"Brandenburg","1961-01-01",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.004,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.52608093,49.57475804,"",9374118,92693,NA,"Brandenburg","1961-01-12",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.165,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE219",11.5063124,48.99821519,"Beilngries",9176114,92339,NA,"Brandenburg","1961-01-17",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.019,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.20832962,49.74057443,"",9374158,92721,NA,"Brandenburg","1961-01-23",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.02,"Renewable energy","Hydro","","Run-of-river","TenneT","DEA","DEA4","DEA45",8.959054569,52.12216236,"",5766036,32689,NA,"Nordrhein-Westfalen","1961-01-27",NA,"low voltage",NA,"Stadtwerke Lippe-Weser Service GmbH & Co. KG",10003999,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE237",12.11502244,49.756207,"",9374128,92665,NA,"Brandenburg","1961-02-01",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.81861264,48.42544041,"",9277124,84332,NA,"Brandenburg","1961-02-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.013,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.96754754,48.55059742,"",9277126,84381,NA,"Brandenburg","1961-02-07",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.27,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE225",13.5985742,48.73273755,"Waldkirchen",9272151,94065,NA,"Brandenburg","1961-02-08",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.132,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE21","DE21M",12.51819343,48.12611699,"Engelsberg",9189115,84549,NA,"Brandenburg","1961-02-27",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.0055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.62723824,48.6498233,"",9275126,94051,NA,"Brandenburg","1961-03-03",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.045,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.5385398,48.6296319,"Gottfrieding",9279116,84177,NA,"Brandenburg","1961-03-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.024,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.72567086,48.94690762,"",9278139,94336,NA,"Brandenburg","1961-03-27",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.037,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE235",12.57457093,49.43894439,"Tiefenbach",9372163,93464,NA,"Brandenburg","1961-04-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.83382959,48.71008024,"",9271139,94562,NA,"Brandenburg","1961-04-10",NA,"medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.033,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22A",12.81311659,48.55735319,"Arnstorf",9277111,94424,NA,"Brandenburg","1961-04-24",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",13.27933819,49.06631425,"Lindberg",9276130,94227,NA,"Brandenburg","1961-05-02",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.023,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22B",12.76187454,48.98433462,"",9278154,94362,NA,"Brandenburg","1961-05-10",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.044,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE224",12.98069242,48.90269932,"Grafling",9271122,94539,NA,"Brandenburg","1961-06-05",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.033,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE228",13.77836475,48.69824296,"Breitenberg",9275118,94139,NA,"Brandenburg","1961-07-18",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.03,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE229",12.88776568,49.02642236,"",9276128,94262,NA,"Brandenburg","1961-07-21",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.022,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE23","DE238",12.22303374,48.85969907,"",9375182,93101,NA,"Brandenburg","1961-07-28",NA,"low voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
0.055,"Renewable energy","Hydro","","Run-of-river","TenneT","DE2","DE22","DE22C",12.64212448,48.57457845,"Reisbach",9279134,94419,NA,"Brandenburg","1961-08-03",NA,"low voltage / medium voltage",NA,"Bayernwerk Netz GmbH",10001041,"TenneT"
